公司名称	公司类型	融资阶段	标签	公司规模	公司所在地	职位类型	学历要求	福利	薪资	工作经验
129	深圳兴东企业管理咨询有限公司	移动互联网	不需要融资	['""']	少于15人	福田区	开发/测试/运维类	本科	包吃住，出国机会薪资待遇高，节日多	15K-30K	5-10年
130	正通汽车服务有限公司	其他	上市公司	['弹性工作', '帅哥多', '领导好', '岗位晋升']	2000人以上	南山区	开发/测试/运维类	本科	注重实力,项目创新,富有挑战,团队活力	18k-25k	5-10年
131	岩心科技（深圳）有限公司	移动互联网,金融	B轮	['美女如云', '股票期权', '高速发展', '扁平管理']	150-500人	南山区	开发/测试/运维类	本科	业务场景多,薪资待遇好,年终丰厚	20k-40k	3-5年
132	广东联塑科技实业有限公司	生活服务	上市公司	['技能培训', '岗位晋升', '管理规范', '上市公司']	2000人以上	南山区	开发/测试/运维类	大专	餐补,5天7小时,五险一金,一档社保	10k-20k	3-5年
133	汇金智融（北京）科技有限公司	移动互联网,电子商务	上市公司	['年底双薪', '绩效奖金', '带薪年假', '弹性工作']	150-500人	南山区	开发/测试/运维类	本科	周末双休,五险一金,年终奖	10k-18k	3-5年
134	深圳市海柔创新科技有限公司	硬件	A轮	['产品导向', '产品型团队', '客户导向', '工程师文化']	15-50人	宝安区	开发/测试/运维类	本科	产品有意义,团队好,期权多,学习	20k-35k	3-5年
135	深圳市捷顺科技实业股份有限公司	移动互联网,O2O	上市公司	['股票期权', '带薪年假', '绩效奖金', '管理规范']	500-2000人	福田区	开发/测试/运维类	本科	大咖提携，股权激励	15k-25k	3-5年
136	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	南山区	开发/测试/运维类	本科	证券金融	15k-25k	3-5年
137	深圳市博悦科创科技有限公司	移动互联网	不需要融资	['年底双薪', '定期体检', '绩效奖金', '技能培训']	500-2000人	南山区	开发/测试/运维类	大专	福利待遇好	9k-17k	3-5年
138	天道计然（北京）信息科技有限责任公司	移动互联网,金融	A轮	['节日礼物', '股票期权', '带薪年假', '年底多薪']	2000人以上	南山区	开发/测试/运维类	本科	丰厚奖金,福利齐全,晋升通道,互联网氛围	15k-20k	3-5年
139	维恩贝特科技有限公司	电子商务,金融	A轮	['年底双薪', '五险一金', '通讯津贴', '交通补助']	500-2000人	罗湖区	开发/测试/运维类	本科	年度调薪,晋升空间,年度旅游,专业培训	12k-20k	3-5年
140	深圳市知学云科技有限公司	移动互联网,教育	不需要融资	['责任', '创新', '分享', '激情']	150-500人	南山区	开发/测试/运维类	大专	五险一金,专业培训,下午茶,弹性工作	15k-25k	3-5年
141	支付宝(杭州)信息技术有限公司	金融,移动互联网	B轮	['年底双薪', '带薪年假', '股票期权', '绩效奖金']	2000人以上	南山区	开发/测试/运维类	本科	大平台,技术前沿,待遇好,大牛多	30k-60k	3-5年
142	深圳市思迪信息技术股份有限公司	移动互联网,金融	B轮	['定期体检', '通讯津贴', '带薪年假', '每周双休']	500-2000人	南山区	开发/测试/运维类	本科	六险一金,弹性上班	10k-18k	3-5年
143	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	龙岗区	开发/测试/运维类	大专	福利好,氛围好,妹子多,牛人团队	12k-24k	3-5年
144	深圳英迈思文化科技有限公司	移动互联网	B轮	['五险一金', '扁平管理', '岗位晋升', '技能培训']	500-2000人	宝安区	开发/测试/运维类	本科	办公环境佳,福利待遇佳,晋升机会多	9k-15k	3-5年
145	深圳市雁联技术服务有限公司	移动互联网,金融	不需要融资	[]	500-2000人	福田区	开发/测试/运维类	本科	金融IT,福利完善,人性化管理,领导好	13k-18k	3-5年
146	嘉联支付有限公司	金融,移动互联网	未融资	['年底双薪', '绩效奖金', '定期体检', '帅哥多']	500-2000人	南山区	开发/测试/运维类	本科	氛围好,福利好,领导好	12k-24k	3-5年
147	北京掌众科技有限公司	移动互联网,金融	B轮	['技能培训', '节日礼物', '绩效奖金', '年度旅游']	500-2000人	南山区	开发/测试/运维类	本科	技术大牛多,七险一金,福利待遇好,年轻团队	25k-30k	5-10年
148	深圳市博奥特科技有限公司	移动互联网,金融	未融资	['绩效奖金', '领导好', '帅哥多', '美女多']	150-500人	南山区	开发/测试/运维类	本科	互联网金融,全新项目,全新团队,项目背景强	18k-25k	5-10年
149	深圳市和讯华谷信息技术有限公司	移动互联网,数据服务	D轮及以上	['五险一金', '文体活动', '团建旅游', '美味晚餐']	150-500人	南山区	开发/测试/运维类	本科	D轮路上、14薪+、弹性工作、工作餐等	15k-30k	3-5年
150	深圳市致远优学教育科技有限公司	移动互联网	不需要融资	[]	500-2000人	福田区	开发/测试/运维类	本科	高薪资 大平台 有食堂	15k-25k	5-10年
151	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	龙岗区	开发/测试/运维类	大专	氛围好,福利好,牛人团队	10k-20k	3-5年
152	深圳市博悦科创科技有限公司	移动互联网	不需要融资	['年底双薪', '定期体检', '绩效奖金', '技能培训']	500-2000人	福田区	开发/测试/运维类	大专	前景好	11k-13k	1-3年
153	深圳市金证科技股份有限公司	金融	上市公司	['激情的团队', '股票期权', '努力变大牛', '有舞台给您跳']	2000人以上	南山区	开发/测试/运维类	本科	金融,上市	20k-28k	5-10年
154	深圳市尚游网络科技有限公司	游戏	不需要融资	['年底双薪', '节日礼物', '绩效奖金', '扁平管理']	150-500人	南山区	开发/测试/运维类	本科	大DAU,腾讯大牛带,技术挑战大,奖金丰厚	18k-30k	5-10年
155	深圳鹏开信息技术有限公司	移动互联网,信息安全	不需要融资	[]	500-2000人	福田区	开发/测试/运维类	本科	周末双休,年终奖金,五险一金,福利多多	10k-13k	3-5年
156	深圳平安讯科技术有限公司	移动互联网	A轮	['年终分红', '定期体检', '带薪年假', '股票期权']	150-500人	南山区	开发/测试/运维类	本科	学习成长	25k-36k	5-10年
157	深圳萨摩耶互联网金融服务有限公司	金融	B轮	['技能培训', '年度旅游', '岗位晋升', '五险一金']	150-500人	南山区	技术	本科	公司福利好 晋升空间大 技术牛人多	20k-40k	5-10年
158	深圳旦倍科技有限公司	硬件,企业服务	A轮	['股票期权', '年终分红', '绩效奖金', '弹性工作']	50-150人	南山区	开发/测试/运维类	本科	年终奖,年度体检,节日福利,春节超长假	25k-35k	5-10年
159	爱问医联科技（深圳）有限公司	医疗健康,移动互联网	A轮	['股票期权', '带薪年假', '午餐补助', '专项奖金']	50-150人	南山区	开发/测试/运维类	本科	JAVA,Sprin,Mybat,MySql	15k-25k	5-10年
160	深圳汇商通盈科技有限公司	移动互联网	A轮	['带薪年假', '年底双薪', '定期体检', '欢乐8090']	15-50人	南山区	开发/测试/运维类	本科	福利好,平台广,出国游,健身房	15k-30k	3-5年
161	上海壹账通金融科技有限公司	移动互联网,金融	上市公司	['绩效奖金', '专项奖金', '五险一金', '带薪年假']	500-2000人	福田区	开发/测试/运维类	本科	团队氛围好,学习机会多,大平台	12k-24k	3-5年
162	北京江融信科技有限公司	移动互联网,其他	B轮	['绩效奖金', '管理规范', '通讯津贴', '定期体检']	150-500人	罗湖区	开发/测试/运维类	本科	五险一金,年终分红,通讯补贴,节日福利	15k-20k	3-5年
163	上海海万信息科技股份有限公司	移动互联网,金融	不需要融资	[]	500-2000人	福田区	开发/测试/运维类	大专	项目新,团队牛,环境优,福利好	13k-25k	3-5年
164	珠海市小源科技有限公司	移动互联网	C轮	['带薪年假', '岗位晋升', '五险一金', '股票期权']	150-500人	南山区	开发/测试/运维类	本科	晋升空间大,成熟团队,数据量大,有挑战	18k-30k	5-10年
165	广州华微明天软件技术有限公司	移动互联网,企业服务	A轮	['技能培训', '节日礼物', '年底双薪', '带薪年假']	150-500人	龙岗区	开发/测试/运维类	本科	五险一金,免费班车,年度体检,公司旅游	15k-20k	3-5年
166	源澈科技开发（深圳）有限公司	其他	B轮	['弹性工作', '扁平管理', '五险一金', '带薪年假']	50-150人	南山区	开发/测试/运维类	本科	开放平等,勇于创新,高效执行,软件工程	20k-25k	3-5年
167	浙江每日互动网络科技股份有限公司	移动互联网	D轮及以上	['绩效奖金', '股票期权', '年底双薪', '专项奖金']	150-500人	南山区	技术	本科	年终奖；绩效奖	12k-15k	3-5年
168	深圳市博奥特科技有限公司	移动互联网,金融	未融资	['绩效奖金', '领导好', '帅哥多', '美女多']	150-500人	福田区	开发/测试/运维类	大专	全新项目,地铁口,金融行业,项目背景强	20k-22k	5-10年
169	深圳亿腾信息科技有限公司	企业服务,移动互联网	不需要融资	['定期体检', '交通补助', '带薪年假', '年度旅游']	150-500人	福田区	开发/测试/运维类	本科	年度旅游,年终奖	12k-14k	3-5年
170	宇星科技发展（深圳）有限公司	其他,硬件	不需要融资	[]	500-2000人	南山区	开发/测试/运维类	本科	年中大假,旅游补贴,年度体检	12k-20k	5-10年
171	深圳木木雨辰网络科技有限公司	金融	天使轮	['弹性工作', '领导好', '海阔凭鱼跃', '年底双薪']	15-50人	福田区	开发/测试/运维类	本科	发展空间大,技术流,环境氛围好,待遇好	25k-35k	3-5年
172	深圳市华云中盛科技有限公司	数据服务,移动互联网	不需要融资	['绩效奖金', '带薪年假', '通讯津贴', '定期体检']	150-500人	南山区	开发/测试/运维类	本科	团队氛围好,java	13k-25k	3-5年
173	深圳市前海泽金互联网金融服务有限公司	移动互联网,金融	不需要融资	['年底双薪', '扁平管理', '弹性工作', '领导好']	15-50人	南山区	开发/测试/运维类	本科	弹性工作制,七险一金,活动丰富,节日福利	10k-20k	3-5年
174	汇金智融（北京）科技有限公司	移动互联网,电子商务	上市公司	['年底双薪', '绩效奖金', '带薪年假', '弹性工作']	150-500人	南山区	开发/测试/运维类	本科	五险一金,年终奖,福利多,大平台	14k-20k	5-10年
175	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	宝安区	开发/测试/运维类	大专	牛人团队,氛围好,薪资高,发展空间大	18k-28k	5-10年
176	信必优(深圳)信息技术有限公司	移动互联网,电子商务	未融资	['节日礼物', '年底双薪', '带薪年假', '年度旅游']	2000人以上	龙岗区	开发/测试/运维类	本科	外企,待遇好,客户方上班,平台好	12k-14k	3-5年
177	深圳市赞悦科技有限公司	企业服务	A轮	['股票期权', '年底双薪', '弹性工作', '节日礼物']	50-150人	南山区	开发/测试/运维类	本科	初创公司,股票期权,五险一金,不搞政治	10k-20k	3-5年
178	深圳市紫川软件有限公司	电子商务,金融	不需要融资	['节日礼物', '年底双薪', '绩效奖金', '岗位晋升']	500-2000人	福田区	开发/测试/运维类	大专	金融,福田与南山,福利好温馨,工作稳定	9k-15k	3-5年
179	浙江集商优选电子商务有限公司	电子商务,移动互联网	B轮	['绩效奖金', '股票期权', '五险一金', '午餐补助']	500-2000人	宝安区	开发/测试/运维类	大专	行业独角兽,工作氛围好,奖金丰厚,股票期权	15k-25k	3-5年
180	深圳市思迪信息技术股份有限公司	移动互联网,金融	B轮	['定期体检', '通讯津贴', '带薪年假', '每周双休']	500-2000人	南山区	开发/测试/运维类	本科	六险一金	10k-20k	3-5年
181	深圳市博奥特科技有限公司	移动互联网,金融	未融资	['绩效奖金', '领导好', '帅哥多', '美女多']	150-500人	罗湖区	开发/测试/运维类	大专	前景广阔,提升空间大	15k-18k	3-5年
182	深圳亿腾信息科技有限公司	企业服务,移动互联网	不需要融资	['定期体检', '交通补助', '带薪年假', '年度旅游']	150-500人	福田区	开发/测试/运维类	大专	年终奖,五险一金,员工旅游,下午茶	10k-15k	3-5年
183	深圳市盛世黄金股份有限公司	金融,移动互联网	未融资	[]	150-500人	福田区	开发/测试/运维类	大专	专业团队,成长迅速,福利丰厚	10k-15k	3-5年
184	深圳市百果互动科技有限公司	移动互联网,电子商务	B轮	['绩效奖金', '年终分红', '带薪年假', '定期体检']	150-500人	南山区	开发/测试/运维类	本科	氛围好,老板暖,移动互联网	15k-25k	5-10年
185	上海海钜信达金融信息服务有限公司	金融	不需要融资	['带薪年假', '岗位晋升', '交通补助', '五险一金']	500-2000人	福田区	开发/测试/运维类	本科	五险一金,绩效奖金,员工旅游,专业培训	13k-25k	3-5年
186	深圳市泽宝电子商务股份有限公司	电子商务	D轮及以上	['绩效奖金', '年终分红', '股票期权', '五险一金']	500-2000人	龙岗区	开发/测试/运维类	本科	办公环境优,技术大牛,团队氛围好	20k-30k	3-5年
187	深圳市优加互联科技有限公司	移动互联网,电子商务	A轮	['年底双薪', '股票期权', '绩效奖金', '年终分红']	50-150人	南山区	开发/测试/运维类	大专	行业标杆,明星产品,期权激励,发展空间大	16k-30k	3-5年
188	广州赛意信息科技股份有限公司	硬件,企业服务	上市公司	['技能培训', '带薪年假', '绩效奖金', '岗位晋升']	2000人以上	龙华新区	开发/测试/运维类	大专	架构,设计	15k-22k	5-10年
